id_user,timestamp,source,message
4844,11/1/2024,livechat,"""What time is it where u are"""
3985,11/1/2024,livechat,"""What happened to the Cashback piggy?"""
2578,11/1/2024,livechat,"""Deactivated"""
1040,11/1/2024,telegram,"""It says access issues detected"""
4288,11/1/2024,livechat,"""Im in arizona"""
1039,11/1/2024,telegram,"""My free signup bonus doesn’t work"""
247,11/1/2024,livechat,"""I don't understand what u mean"""
4421,11/1/2024,livechat,"""Im in the us"""
4230,11/1/2024,livechat,"""The bonus of 0.0036... I just added and active but that one isn't showing"""
3713,11/1/2024,livechat,"""Okay hopefully I don't have to bother you anymore I apologize."""
4233,11/1/2024,livechat,"""To withdraw my money I am a continuously paying client"""
4117,11/1/2024,livechat,"""may I upload the document here, and you can tell me if it’s alright or not?"""
4468,11/1/2024,livechat,"""Hi can i have my depositing currency changed back to Ethereum please?"""
4566,11/1/2024,livechat,"""I am sorry for being so angry but u would be too"""
3848,11/1/2024,livechat,"""ive depoistioed so much everyday"""
4239,11/1/2024,livechat,"""Making sure its to this address"""
1050,11/1/2024,telegram,"""So I basically was undermined and signed up and used my last of my BTC balance to get in with u guys"""
1050,11/1/2024,telegram,"""Sorry"""
1050,11/1/2024,telegram,"""❤️"""
4105,11/1/2024,livechat,"""It may be that the bonus has been delayed however I want to check as I’ve usually received it by now every week."""
1053,11/1/2024,telegram,"""I never created another account is it possible someone might have created another account and since it seems that is tr case can you shut it down"""
4659,11/1/2024,livechat,"""I don’t need bonus and I just want to get my desposit"""
5062,11/1/2024,livechat,"""I already deposited too many time even I had lost"""
4485,11/1/2024,livechat,"""hey I just wanted to know the time my account will be reopened"""
5132,11/1/2024,livechat,"""On my case, i dont huh?"""
4167,11/1/2024,livechat,"""today about a $100 no deposit bonus"""
1059,11/1/2024,telegram,"""I was playing the game 777 slots it took my whole balance and said I have no funds left for my bet which is not right I still had funds in my account this is rediculas and I am not happy at all"""
4190,11/1/2024,livechat,"""as a side note; david was completely unprofessional and almost seemed drunk"""
4227,11/1/2024,livechat,"""Ok. My card is at home and i am at work. I might play some more, and upload details when i have my card with me again."""
4350,11/1/2024,livechat,"""Then my game was glitched then"""
4259,11/1/2024,livechat,"""it’s already auto collected the jackpot mania now"""
57,11/1/2024,telegram,"""It shows pending and there is a cancel option"""
4145,11/1/2024,livechat,"""weres my game history"""
4621,11/1/2024,livechat,"""The limit was €150. I then have to pay out the amount. I would like to continue playing"""
5147,11/1/2024,livechat,"""right. okay well have a good day, thank you!"""
1122,11/1/2024,telegram,"""I just deposited money and I did one spin and it took it all away all my money's gone how is that"""
5232,11/1/2024,livechat,"""that's random haha"""
5047,11/1/2024,livechat,"""in othe convo but my phone died"""
4421,11/1/2024,livechat,"""Hello I placed 9th in jackpot spins for last month"""
710,11/1/2024,livechat,"""Payment system account used by another user problem"""
4157,11/1/2024,livechat,"""i am concerned"""
406,11/1/2024,telegram,"""Ok Gotit now thx"""
4073,11/1/2024,livechat,"""But on my end it isn’t “pending” it says completed"""
4133,11/1/2024,livechat,"""That percentage. Bar has not moved hundreds dollars sits there does it work"""
4958,11/1/2024,livechat,"""\nNone of those reasons applied to me, so can you please check my deposit?"""
2623,11/1/2024,livechat,"""PLEASE CONFIRM I DID NOT QUALIFY FOR WEEKILY CASHBACK"""
4411,11/1/2024,livechat,"""All good for now"""
4756,11/1/2024,livechat,"""I wouldn't have wasted my money like that"""
4134,11/1/2024,livechat,"""Now it says this when I try to play"""
4684,11/1/2024,livechat,"""All you said was both my utility bills were dejected!"""
4857,11/1/2024,livechat,"""I don't know what else to give you!"""
4429,11/1/2024,livechat,"""It says my account is disabled"""
4324,11/1/2024,livechat,"""Credit card australian dollars"""
1327,11/1/2024,livechat,"""Ok again thx"""
4342,11/1/2024,livechat,"""\nI want to withdraw to telegram wallet"""
72,11/1/2024,telegram,"""Never got my free play after my last bitcoin deposit"""
4938,11/1/2024,livechat,"""Sweet I’ll just report it then"""
5391,11/1/2024,livechat,"""I live in the USA"""
1666,11/2/2024,livechat,"""I got kicked off the game and when I lived back in it wwast there"""
4640,11/2/2024,livechat,"""Send me to someone else"""
4834,11/2/2024,livechat,"""I’m sorry what is the fiat view"""
5266,11/2/2024,livechat,"""None of this applies to me."""
5050,11/2/2024,livechat,"""ok as you say."""
2782,11/2/2024,livechat,"""If you don't mind checking please"""
5514,11/2/2024,livechat,"""I cant enter website"""
4741,11/2/2024,livechat,"""Oh okay then, thanks for help tho!, that was All I had 🙂"""
4729,11/2/2024,livechat,"""Is there 100 free spin sign up bonus"""
5152,11/2/2024,livechat,"""because they were credited immediately then"""
5465,11/2/2024,livechat,"""What time did I make the deposit"""
4747,11/2/2024,livechat,"""that’s why I chatted in to ask when they’d be credited.  I don’t have special needs, if they were showing as expired I wouldn’t ask when they’ll be credited.  I would’ve asked for an exception"""
4507,11/2/2024,livechat,"""maybe I bet too much"""
1498,11/2/2024,livechat,"""it was buy bonues"""
5256,11/2/2024,livechat,"""Are you guys gonna put money in my fucking account because of your game glitching I bet fucking not"""
268,11/2/2024,telegram,"""I was. Credited 60 an I activated it but it d not showing up"""
4954,11/2/2024,livechat,"""No that's all"""
752,11/2/2024,livechat,"""I had wagered through"""
4566,11/2/2024,livechat,"""can i get some free spins please"""
5098,11/2/2024,livechat,"""The spins wasn’t working so I canceled them bc I thot it would come thru after.."""
1934,11/2/2024,livechat,"""Hello Paul"""
2318,11/2/2024,livechat,"""Deactivated"""
4737,11/2/2024,livechat,"""It even said it on your signup page"""
4495,11/2/2024,livechat,"""It went straight to you"""
5474,11/2/2024,livechat,"""Can you send me new ppasdword"""
4526,11/2/2024,livechat,"""I need to speak with someone higher up cause this is bs"""
1861,11/2/2024,livechat,"""I was wondering how to I claim the second part of my welcome package? Last time for the first part you guys manually entered my free spins"""
5237,11/2/2024,livechat,"""entering into our country and stealing the money. it's a violation to the country laws and harming the country economy and potentially committing financial frauds and thefts"""
302,11/2/2024,telegram,"""Expired. I just received them a few days ago. I cannot use them until I am either out of funds or cash out correct? I work on receiving those by playing real money. Why would they expire so quickly before I get a chance to use them?"""
302,11/2/2024,telegram,"""Hello, I had 20, 30 & 75 free spins. They have been removed from my account. Please advise."""
4668,11/2/2024,livechat,"""Hi was in a bonus and it didn’t pay me my winnings"""
2047,11/2/2024,livechat,"""It was to u guys"""
5045,11/2/2024,livechat,"""Ok thankyou"""
1232,11/2/2024,telegram,"""I tried to withdrawl money from your site it says on my transactiion it was cancelled"""
176,11/2/2024,telegram,"""Hello I know how to find the equivalent code the second three bonuses and I do not know how to do please and we hope to help"""
176,11/2/2024,telegram,"""I wish to help me to know where the reward code is"""
2939,11/2/2024,livechat,"""I sent 6 or 7 yesterday"""
5662,11/2/2024,livechat,"""One second I'll get it for you"""
68,11/2/2024,telegram,"""I figured :/ thanks anyways ❤️"""
2947,11/2/2024,livechat,"""About the VIP program"""
5657,11/2/2024,livechat,"""Do you have a data leak? Why am i getting this"""
1213,11/2/2024,telegram,"""I never received my deposit from moonpay"""
1833,11/2/2024,livechat,"""Where and how?"""
4760,11/2/2024,livechat,"""I cant ringt in english  sorry bur you can translater"""
1277,11/2/2024,telegram,"""what other accounts are linked"""
5104,11/2/2024,livechat,"""It’s not about that it’s about the algorithm"""
6142,11/2/2024,livechat,"""I appreciate that was just sensing to cover my basis thanks again I’ll be despairing again soon gotta get that next level lol"""
5642,11/2/2024,livechat,"""I would like to close/delete my account"""
4785,11/2/2024,livechat,"""I have been using this site long time so I know when to get them or what not"""
5493,11/2/2024,livechat,"""n then its not there"""
1468,11/2/2024,livechat,"""Can you say me where is my lvl up bonus?"""
3772,11/2/2024,livechat,"""It has been over an hour"""
5055,11/2/2024,livechat,"""I think i dont get them :("""
5959,11/3/2024,livechat,"""the game with 163 won"""
1292,11/3/2024,telegram,"""Did u enjoy our chat?"""
5173,11/3/2024,livechat,"""And that’s fine but you stated above that “as far as you can see the games paid me accordingly”"""
2191,11/3/2024,livechat,"""Also had a couple identity breaches"""
4835,11/3/2024,livechat,"""It said cash out time 6 mins"""
5206,11/3/2024,livechat,"""Hi I’m trying to activate my 20 free spins and once I select game it just won’t load is there something wrong with your end or can you help me activate"""
493,11/3/2024,livechat,"""i clicked on the 25 free spins in my account rewarda but it isnt doing the bonus spins?"""
4290,11/3/2024,livechat,"""Yesterday I tried to cash out"""
130,11/3/2024,telegram,"""That doesnt make any sense whatsoever there is no logic in that and the fact that you are secretive about it makes it seem unjust especially when it's going incredibly slow ...  I had to have spent close to 500$ if not more to get 65 percent of the way there? Guaranteed out of the 100 spins I will win about thirty six cents."""
1300,11/3/2024,telegram,"""I activated my 100 free spins but I had to refresh my page after only 3 but when I did the rest of my free spins aren’t loading"""
1300,11/3/2024,telegram,"""I tried everything you suggested and they still don’t work"""
5954,11/3/2024,livechat,"""I tried all that"""
5848,11/3/2024,livechat,"""I’m in Australia"""
1367,11/3/2024,livechat,"""it is saying my account is dissabled"""
3773,11/3/2024,livechat,"""I have since made a new account but I'm very hesitant to even use your site anymore"""
4682,11/3/2024,livechat,"""Give me mynmoney"""
5439,11/3/2024,livechat,"""my friends in Australia can login"""
4971,11/3/2024,livechat,"""You said jack can you.please release.my account free ? You guys locked it up a few days back but I am hoping with time for good behavior you will consider nearly release"""
6075,11/3/2024,livechat,"""Yes it's my friend's WiFi"""
5201,11/3/2024,livechat,"""Can I ask that when ur talking to me that u actrully only talk to me"""
577,11/3/2024,livechat,"""Hey Adam are second chance spins going out soon"""
5638,11/3/2024,livechat,"""Why is my pending deposit link coming up to a page showing a error"""
5109,11/3/2024,livechat,"""  If it did just cancel my account olease"""
956,11/3/2024,telegram,"""I sent some XRP from wallet to my account but did not see the memo before sending.... will this still credit to my account?"""
5927,11/3/2024,livechat,"""Because it’s impossible to win and I don’t feel like wasting anymore money"""
5137,11/3/2024,livechat,"""But when I don’t have the amount on my account to bet it will not bet /spin and I did not have 5000 to bet in the first place it was chosen in error so why did it dpin"""
2001,11/3/2024,livechat,"""Thus making it where people don't have to do this every time they are confused and or wondering why they have became an inactive player all of a sudden"""
4897,11/3/2024,livechat,"""Aha now i got it"""
5540,11/3/2024,livechat,"""Whaaaa I only have one account"""
5333,11/3/2024,livechat,"""I haven’t received the money back from a deposit I attempted. It was deducted from my account - I will show you the screenshot"""
3122,11/3/2024,livechat,"""My identity was frauded barely got my credit card in mail"""
6205,11/3/2024,livechat,"""is that it?"""
6138,11/3/2024,livechat,"""will I lose the bonus money?"""
5724,11/3/2024,livechat,"""Hello I was promised 100 free spinn by signing up.  I just receive 20?"""
5705,11/3/2024,livechat,"""what region can I use I have vpn"""
1321,11/3/2024,telegram,"""When I log in it says there is account issues detected at the top of my screen in a red box"""
6273,11/3/2024,livechat,"""I know I havnt got my bonus after i made a deposit for it in that timeframe"""
5219,11/3/2024,livechat,"""no one else has logged in to my internett adress, and i’ve only played at my Internett. This is so wrong"""
5069,11/3/2024,livechat,"""when do I Get or back then?"""
2076,11/3/2024,livechat,"""I van ask.somebody why my transactjon is still pending?"""
6159,11/3/2024,livechat,"""I don't see it"""
1327,11/3/2024,telegram,"""Because I can not deposit using the card option as it has been taken away a while ago and I do not know how to use cryptocurrency"""
1893,11/3/2024,livechat,"""I know I glitched or got robbed"""
6176,11/3/2024,livechat,"""Hi I remove daily limit get emeil clicking and it’s not remove show"""
6074,11/3/2024,livechat,"""Then you is it that the promotion that i used said 100 free spins not 20"""
5221,11/3/2024,livechat,"""So when do I get my bonus"""
6063,11/3/2024,livechat,"""can I send to casino email address directly"""
5656,11/3/2024,livechat,"""said that can not send and was on red"""
4978,11/3/2024,livechat,"""Hi , why isint the Monday bonus showing up for me ?"""
5483,11/3/2024,livechat,"""It was still active and I didn’t receive the promotion"""
2061,11/3/2024,livechat,"""I'm deposited like 30 minutes ago it has like six confirmations but I don't see in my account"""
6159,11/3/2024,livechat,"""It gives an option of Coinbase or it looks like a bitcoin symbol and an address. Do I click the bitcoin symbol address not Coinbase? Sorry."""
1281,11/3/2024,livechat,"""bit starz treasures with ltc coin"""
5803,11/4/2024,livechat,"""I did so but it wasn't a code"""
5157,11/4/2024,livechat,"""Hi I cashed out last week Thursday, I had to infill new details because my previous ones were no longer there. The cash out has been cashed out since Thursday and I’m still yet to receive it in my account"""
5092,11/4/2024,livechat,"""Quiero jugar desde españa y no me deja"""
5453,11/4/2024,livechat,"""it was very fast and i was happy"""
5648,11/4/2024,livechat,"""Hi im sorry this is the 3rd or 4th time they connect me to a speciist"""
6102,11/4/2024,livechat,"""I mean they didn't give me free games today they usually give me when I deposit."""
579,11/4/2024,livechat,"""What.... why would your system allow that to happen this is faulty"""
5357,11/4/2024,livechat,""" I tried uploading a pdf version but it will not download"""
756,11/4/2024,livechat,"""What's that mean?"""
5253,11/4/2024,livechat,"""What size?"""
5074,11/4/2024,livechat,"""No that will be it but it won't let me go to the top of the page to to leave a like by your name??"""
5632,11/4/2024,livechat,"""Ok I will do that now"""
6012,11/4/2024,livechat,"""didn’t get that option"""
5425,11/4/2024,livechat,"""why did you just lie to me tho"""
5645,11/4/2024,livechat,"""Well, I have to sign that it was sent"""
2201,11/4/2024,livechat,"""I want talk somebody about cashout"""
925,11/4/2024,livechat,"""Ok to not bother you..most easy way is new id new acc and play..tnx on answers"""
5199,11/4/2024,livechat,"""No there hasn’t been"""
6416,11/4/2024,livechat,"""Hi, I’m trying to do a withdrawal but it’s not remembering my bank transfer details and I wanted to know why"""
2399,11/4/2024,livechat,"""Yes but is almose 24h and is still pending and i dont get any email what is the reason"""
4999,11/4/2024,livechat,"""Am i doing something wrong here or wats the deal? I don't wanna miss out on the sign up fs bonus 🙄"""
5925,11/4/2024,livechat,"""Iok thank you as the options to withdraw had changed"""
1627,11/4/2024,livechat,"""I didn't see any of my bonuses except for one"""
6396,11/4/2024,livechat,"""It's been 90 minutes since I requested it, are you sure everything is ok?"""
5228,11/4/2024,livechat,"""Hey Sean, how are you?"""
4223,11/4/2024,livechat,"""Only with my New card"""
6302,11/4/2024,livechat,"""Hi  I was sent this promo to email and it doesn't seem to be working"""
6161,11/4/2024,livechat,"""It says everything went well"""
2625,11/4/2024,livechat,"""hi i have a really big problem"""
5712,11/4/2024,livechat,"""What about the week before that"""
4909,11/4/2024,livechat,"""this is a really bad platform"""
6092,11/4/2024,livechat,"""Yes one moment please"""
6261,11/4/2024,livechat,"""hello is allteady opening mi account."""
5266,11/4/2024,livechat,"""Free spins"""
5696,11/4/2024,livechat,"""I’m not used to minimum requirements on the amount of crypto I need to send and sent less than the minimum for bnb coin"""
2214,11/4/2024,livechat,"""still here and 1 is gone"""
6101,11/4/2024,livechat,"""How to play"""
6537,11/4/2024,livechat,"""Ok so i convert to eth erc-20 at the same time"""
6039,11/4/2024,livechat,"""reenable my accoun"""
5149,11/4/2024,livechat,"""whats your position"""
5111,11/4/2024,livechat,"""in my email. and I would like to know how to activate it because I went to make a deposit, I entered the code and it says it was not registered. and so I did nothing and sent to you. what should i do?"""
6318,11/4/2024,livechat,"""So when I try to log in it keeps saying wrong password try again"""
2503,11/4/2024,livechat,"""Hello nova"""
6142,11/5/2024,livechat,"""My free ten spins"""
5469,11/5/2024,livechat,"""Nvm I got what you said thank u it's working now"""
6419,11/5/2024,livechat,"""hey i didnt get my weekly free spins"""
146,11/5/2024,telegram,"""It is in blockchain"""
5678,11/5/2024,livechat,"""I was logged out bc I sent btc transaction twice"""
6144,11/5/2024,livechat,"""Yes l have checked"""
5777,11/5/2024,livechat,"""Alright thank you"""
5944,11/5/2024,livechat,"""OK hold on"""
5751,11/5/2024,livechat,"""ol ill upload it again then ;-)"""
506,11/5/2024,livechat,"""Cuz I didn't receive it in my account I didn't receive it in my account"""
5455,11/5/2024,livechat,"""Still facing issues"""
6072,11/5/2024,livechat,"""It's a scam. Nobody gets paid from \""free sign up spins\"""""
5700,11/5/2024,livechat,"""I made a transfer"""
5196,11/5/2024,livechat,"""after but got that"""
6520,11/5/2024,livechat,"""Okay great thank you"""
2218,11/5/2024,livechat,"""I clicked yes to the offer then deposited 150"""
5366,11/5/2024,livechat,"""Are you joking me? You can't provide anything?"""
1774,11/5/2024,livechat,"""Its Monday where I live"""
6655,11/5/2024,livechat,"""Are you going to answer me or what"""
6579,11/5/2024,livechat,"""No, if it’s a technical issue then I want my fucking money back all thousand dollars of it"""
6042,11/5/2024,livechat,"""I would like to request a CASH BONUS based on my consistent PLAY FOR ALMOST A YEAR!! I have never withdrawn!!! I just keep pumping money into this site without any player advantages at all!!!!"""
2553,11/5/2024,livechat,"""Deactivated"""
5833,11/5/2024,livechat,"""Hello I was playing ur game crash and it just started taking my money and freezing and kept on repeat taking Money and starting to repeat I couldn't do nothing"""
6347,11/5/2024,livechat,"""Why in the fuck are you stealing my money? How come I haven’t been able to hit a bonus in over $1000?"""
6348,11/5/2024,livechat,"""what promos can i have please"""
5208,11/5/2024,livechat,"""and you never provide any customer support other than copy and paste messages"""
5977,11/5/2024,livechat,"""slots* and I won’t accept the bull shit 20 cent free spins"""
2403,11/5/2024,livechat,"""Please David"""
5723,11/5/2024,livechat,"""And it still hasn't credited correct"""
4847,11/5/2024,livechat,"""Theres nothing wrong with the bill"""
6632,11/5/2024,livechat,"""It messed up on the last round I played"""
6447,11/5/2024,livechat,"""Ok It’s up to u I’m cool"""
1440,11/5/2024,telegram,"""Pending was blue before"""
2613,11/5/2024,livechat,"""I was just in a chat with Paul, are you able to put me back on to him?"""
5948,11/5/2024,livechat,"""Oh one more thing"""
6315,11/5/2024,livechat,"""Oh hi there Mia!"""
5213,11/5/2024,livechat,"""Hi. Can you put me with a live support agent please?"""
2250,11/5/2024,livechat,"""Thank so much I really  appreciate  it"""
1702,11/5/2024,livechat,"""Hello Harvey I need a new wallet address so I can deposit to the site for some reason it is not allowing me to send to that wallet anymore"""
4327,11/5/2024,livechat,"""Have a great day I will let you go I could talk to you all day LOL"""
3893,11/5/2024,livechat,"""Told you the winnings of the $25 was the final winning of all of the spins that triggered the free spins"""
3105,11/5/2024,livechat,"""Without being disastrous right LOL never wanted to do that but I do want to display how I feel For someone to visualize very well in their mind"""
5419,11/5/2024,livechat,"""Didnt get enough bonus of How much i deposit last day I think"""
1183,11/5/2024,livechat,"""That's the screen shot if the block chain that shows that I successfully  deposited onto my account. And I waited till today to contact you guys, because I wasn't sure if the bonus came on right away, or if it came on the next day"""
1675,11/5/2024,livechat,"""The money has not been returned to my bank account"""
1468,11/5/2024,telegram,"""I don't see my deposit"""
6564,11/5/2024,livechat,"""and sorry if I made you upset"""
2754,11/5/2024,livechat,"""Hi I have a question about 200 free spins"""
6634,11/6/2024,livechat,"""This  is my polish id"""
1831,11/6/2024,livechat,"""This is only one of 200 spins am talking about"""
6689,11/6/2024,livechat,"""The Halloween voodoo"""
5866,11/6/2024,livechat,""" this past week I put a lot of money into this casino"""
6250,11/6/2024,livechat,"""I know I was betting real money ok"""
6423,11/6/2024,livechat,"""yes it closed years ago - I will try and find where the money is now I have th bsb abs the account number"""
2414,11/6/2024,livechat,"""I wae just given 10 free spins plAyed them and won a big win on the free games then it said i was i fun mode and reissued 10 more spins why did you all reset te VC ame because won. This is the sec otime"""
6255,11/6/2024,livechat,"""3.1.2 last 4 lines"""
5984,11/6/2024,livechat,"""Okay so how do I request it.  Like 0.002 is too much but the 0.001 is only 71"""
5942,11/6/2024,livechat,"""None of these apply to me"""
6673,11/6/2024,livechat,"""Hello. Can you please add code 170mania bonus for me please. I made 2 separate deposits. Support said they would add it manually. I didn’t have enough after my first depoait"""
6202,11/6/2024,livechat,"""no I click on the game gemza under rewards and it takes me to the game just doesn’t play the free spins"""
6288,11/6/2024,livechat,"""I made a deposit of $30. And the rates must have changed at the very last second, and it's just barely under the minimum.Can you please push it through"""
5556,11/6/2024,livechat,"""hey Nicholas"""
2787,11/6/2024,livechat,"""I withdrew some money and was only supposed to allow me $100 but y'all let me withdraw $110. I thought y'all would take it and then I put more back in I just want to make sure this won't screw me like last time"""
5505,11/6/2024,livechat,"""on my account page"""
6573,11/6/2024,livechat,"""Oh ok      wow."""
5778,11/6/2024,livechat,"""Should I try again?"""
5562,11/6/2024,livechat,"""Hi, I've deposited some ethereum but it has not credited my balance yet"""
3614,11/6/2024,livechat,"""Can you please ask someone if something can be done here"""
6833,11/6/2024,livechat,"""I tired to use the Wednesday special but it didn't work"""
6062,11/6/2024,livechat,"""Simply a waste of of time for me to have explained or Elaborated the situation when you don’t give a damn let alone do anything about it"""
3209,11/6/2024,livechat,"""So from $50 there was no win"""
6607,11/6/2024,livechat,"""So at least I know the details are correct"""
3041,11/6/2024,livechat,"""How much money have you guys taken so far from people who have not made the minimum deposit amount ? Millions?"""
127,11/6/2024,telegram,"""Hahaha sweet, thanks"""
1816,11/6/2024,livechat,"""Need to talk about my money"""
2885,11/6/2024,livechat,"""COMPENSATE"""
424,11/6/2024,telegram,"""where are the free spins i thought i got when i deposited"""
2700,11/6/2024,livechat,"""I would like to ask for a refund. I played Wild Bingo and bet one time. I thought I was placing my second bet and then the 3rd one but it uped m,y bet instead to 15 bucks i thought i was pushing the button to spin not place a higher bet"""
2976,11/6/2024,livechat,"""my account on skrill, i use 2 adresses one is primary the other one secondary i can use them both"""
127,11/6/2024,telegram,"""Your support is good"""
2381,11/6/2024,livechat,"""Plus I don’t wanna have more than one and I thought I had one on my current email address I’d like to just make sure I only have one please forgive me"""
1874,11/6/2024,livechat,"""Well this one has money on it"""
2426,11/6/2024,livechat,"""I didn’t play yet"""
1579,11/6/2024,livechat,"""could you tell me how many ltc confirmations I have"""
6459,11/6/2024,livechat,"""another one"""
107,11/6/2024,telegram,"""Is there something wrong with your games?"""
3232,11/6/2024,livechat,"""I’m good also , Okay thank you"""
2656,11/6/2024,livechat,"""I still have not receive"""
3048,11/6/2024,livechat,"""I know that I already opened a ticket. But meanwhile I feel scammed and I read I lots of forums, that there are many people with the same Problem and they Never saw the money back. They used all the same payment Method Like me"""
3190,11/6/2024,livechat,"""I deposited 3x last night can you tell me how mich I'm eligible for"""
1302,11/6/2024,telegram,"""Why is this not available other sites do for loyal players"""
446,11/6/2024,telegram,"""What games do i have to play for my bonus wager??"""
5383,11/6/2024,livechat,"""I want to cash out"""
448,11/6/2024,telegram,"""I took hours deciding who I was going to choose to make my home for online gambling after having tried at least 30 different sites.  Yours looks the most legit, great games. And I thought the offers were upfront. I read that offer so many times making sure I get value for money."""
1200,11/6/2024,livechat,"""I am not talking about ltc"""
2378,11/6/2024,livechat,"""I don’t know how this happened. I have two factor authentication on and everything. This is ridiculous."""
254,11/6/2024,livechat,"""The last 3 deposits I have not received"""
191,11/6/2024,livechat,"""I got disconnected from another chat about me not receiving 3 deposits"""
310,11/6/2024,telegram,"""NICE!!!!"""
2766,11/6/2024,livechat,"""and what is the bonus I have gotten in return"""
1215,11/6/2024,telegram,"""Sorry. I made a mistake.   Sent USDT to eth address.  So it is not showing in balance    Please add 8.4 USDT now."""
224,11/6/2024,telegram,"""Hi my birthday was yesterday and I didn’t get gift 🥲"""
285,11/6/2024,telegram,"""Why didn't I receive spins"""
